N,K,alpha,eta,elbo,coherence,perplexity,topics,weights
25,7,0.31,0.9099999999999999,34980.71875,0.45045074713377403,,"[['data', 'variable', 'missing', 'model', 'entropy', 'gradient', 'process', 'estimator', 'mse', 'normalized'], ['model', 'function', 'cache', 'neuron', 'network', 'algorithm', 'language', 'neural', 'ft', 'learning'], ['feature', 'model', 'network', 'vector', 'one', 'method', 'algorithm', 'neural', 'tree', 'linear'], ['function', 'algorithm', 'xi', 'relaxation', 'set', 'linear', 'network', 'parameter', 'space', 'sn'], ['weight', 'current', 'learning', 'gate', 'synapse', 'chip', 'tunneling', 'floating', 'voltage', 'electron'], ['model', 'distribution', 'set', 'variance', 'estimate', 'data', 'entropy', 'case', 'xi', 'covariance'], ['state', 'rate', 'function', 'model', 'probability', 'transition', 'input', 'hidden', 'rule', 'neuron']]","[[0.014663361, 0.0072715166, 0.006940539, 0.006719887, 0.006388909, 0.0063889087, 0.0061682565, 0.005947605, 0.005616627, 0.005506301], [0.02000218, 0.009281371, 0.008924011, 0.00832841, 0.008090169, 0.0070180874, 0.0070180874, 0.0068989675, 0.0059460066, 0.0057077664], [0.016350528, 0.0140901925, 0.01064587, 0.0067710076, 0.006232832, 0.0061251977, 0.005802292, 0.005694657, 0.005694657, 0.005587022], [0.017399132, 0.007259748, 0.0063988566, 0.0063032024, 0.006016238, 0.0056336196, 0.0055379653, 0.0055379653, 0.0054423115, 0.004964038], [0.021931559, 0.014116748, 0.014094462, 0.013515607, 0.012613902, 0.011712191, 0.011712191, 0.011411622, 0.010810483, 0.009908774], [0.01705, 0.011134032, 0.009339097, 0.008522239, 0.007651499, 0.0074318536, 0.0073033716, 0.0071288655, 0.00666344, 0.0060843006], [0.018775657, 0.011050714, 0.010875147, 0.01017288, 0.008943912, 0.008943912, 0.007714943, 0.007714943, 0.007012675, 0.0066615413]]"
25,7,0.31,5.0,35338.2265625,0.37886985827280306,,"[['gradient', 'learning', 'model', 'input', 'rate', 'neuron', 'algorithm', 'basis', 'output', 'problem'], ['function', 'neuron', 'linear', 'artifact', 'impulse', 'state', 'value', 'policy', 'circuit', 'component'], ['function', 'network', 'ft', 'harmony', 'tree', 'algorithm', 'xt', 'convex', 'point', 'regret'], ['data', 'estimator', 'network', 'variance', 'variable', 'set', 'missing', 'parameter', 'entropy', 'mse'], ['model', 'state', 'cache', 'distribution', 'process', 'language', 'hidden', 'transition', 'number', 'static'], ['model', 'distribution', 'algorithm', 'dimension', 'space', 'sn', 'error', 'sample', 'neural', 'linear'], ['function', 'feature', 'xi', 'set', 'relaxation', 'variable', 'one', 'value', 'problem', 'method']]","[[0.010296277, 0.009359342, 0.009225494, 0.007217778, 0.0069500823, 0.006816235, 0.0065485393, 0.0061469963, 0.0060131485, 0.0053439094], [0.014274473, 0.011765038, 0.009255604, 0.008097403, 0.008097403, 0.00790437, 0.0077113356, 0.0077113356, 0.007132236, 0.006553136], [0.013716964, 0.010760386, 0.010549203, 0.010338019, 0.010126835, 0.009493283, 0.008437362, 0.007592625, 0.006959073, 0.006959073], [0.015352308, 0.00894653, 0.008590425, 0.0082817385, 0.007897452, 0.0078909695, 0.0074849394, 0.0070641506, 0.006811672, 0.006458827], [0.024066472, 0.013145187, 0.009297915, 0.00830507, 0.008180965, 0.0075604375, 0.0065675927, 0.0063193818, 0.005698854, 0.0055747484], [0.024201358, 0.008192754, 0.00792815, 0.0075312415, 0.007266637, 0.0068697296, 0.0067374264, 0.0064728223, 0.006075914, 0.005943612], [0.016635789, 0.01302155, 0.007878386, 0.007677997, 0.0062679746, 0.006150818, 0.0055999574, 0.005592903, 0.0048239497, 0.004744696]]"
25,7,0.31,10.0,34243.51953125,0.4094877182815671,,"[['function', 'network', 'relaxation', 'algorithm', 'parameter', 'set', 'xi', 'ft', 'bisubmodular', 'tree'], ['data', 'variable', 'set', 'missing', 'value', 'function', 'linear', 'state', 'constraint', 'problem'], ['rate', 'function', 'rule', 'gradient', 'input', 'model', 'neuron', 'prediction', 'set', 'log'], ['model', 'feature', 'state', 'distribution', 'method', 'number', 'hidden', 'parameter', 'process', 'algorithm'], ['model', 'weight', 'neural', 'network', 'neuron', 'current', 'input', 'activation', 'synapse', 'gate'], ['algorithm', 'space', 'sn', 'ksu', 'xi', 'set', 'classifier', 'probability', 'result', 'case'], ['model', 'data', 'cache', 'entropy', 'language', 'using', 'network', 'normalized', 'mse', 'vector']]","[[0.024856338, 0.012423172, 0.009210106, 0.007952819, 0.007952819, 0.0069749276, 0.0069749276, 0.0069749276, 0.0068352297, 0.006835229], [0.011191495, 0.010846638, 0.008761734, 0.008329298, 0.007868147, 0.00680906, 0.006734493, 0.0067045633, 0.00668065, 0.0062402645], [0.012937899, 0.012526853, 0.010471632, 0.010471631, 0.009032975, 0.00841641, 0.0077998424, 0.0071832757, 0.0069777537, 0.006361188], [0.013928921, 0.0116186, 0.008307143, 0.0071519855, 0.0056887837, 0.0055347625, 0.005072699, 0.004995689, 0.004918678, 0.0048416676], [0.020059973, 0.013912114, 0.013437435, 0.013145991, 0.012939637, 0.010728925, 0.009131384, 0.008974228, 0.0089180805, 0.00804218], [0.008745124, 0.008590743, 0.008122537, 0.0064021926, 0.0063695, 0.0063595376, 0.006089356, 0.005773368, 0.0057714367, 0.005751187], [0.02040457, 0.0114387125, 0.010335222, 0.009231732, 0.008128242, 0.007990304, 0.007714432, 0.0070247506, 0.00702475, 0.0067488775]]"
25,7,0.61,0.01,-61831.828125,0.32050751133715255,,"[['model', 'data', 'network', 'distribution', 'state', 'number', 'information', 'analysis', 'approximation', 'current'], ['problem', 'result', 'show', 'also', 'let', 'first', 'prediction', 'eq', 'time', 'see'], ['set', 'variable', 'feature', 'given', 'weight', 'gradient', 'entropy', 'rate', 'matrix', 'space'], ['value', 'vector', 'neuron', 'input', 'following', 'estimate', 'sample', 'ie', 'used', 'rule'], ['neural', 'parameter', 'figure', 'linear', 'case', 'probability', 'system', 'constraint', 'output', 'bound'], ['algorithm', 'learning', 'using', 'method', 'xi', 'error', 'missing', 'example', 'random', 'defined'], ['function', 'one', 'approach', 'process', 'work', 'shown', 'log', 'well', 'machine', 'use']]","[[0.07891438, 0.041607834, 0.040442795, 0.02932706, 0.027132068, 0.021976829, 0.016308902, 0.014841868, 0.013530647, 0.01250224], [0.02335504, 0.019334164, 0.018143905, 0.016826533, 0.015511637, 0.014450745, 0.01392275, 0.013117071, 0.013112047, 0.012206932], [0.037916277, 0.025397174, 0.021140888, 0.018144153, 0.016071172, 0.015670773, 0.015396384, 0.015001818, 0.014283364, 0.013661092], [0.023567421, 0.020061228, 0.01798635, 0.017014107, 0.016987868, 0.015586307, 0.01545706, 0.014748274, 0.014309179, 0.013923596], [0.024981309, 0.021670306, 0.021439144, 0.020488933, 0.020071441, 0.018526124, 0.015585013, 0.012046095, 0.011775283, 0.0106935585], [0.045604065, 0.0388796, 0.034443773, 0.027792592, 0.02339624, 0.019243104, 0.01856379, 0.015041994, 0.01292654, 0.012512874], [0.06624956, 0.021978421, 0.019194232, 0.018057305, 0.015600819, 0.0138118295, 0.012989141, 0.011675805, 0.011510913, 0.011274081]]"
25,7,0.61,0.31,33414.33984375,0.38646629001829735,,"[['state', 'algorithm', 'probability', 'space', 'sn', 'function', 'set', 'sequence', 'transition', 'theorem'], ['weight', 'network', 'parameter', 'learning', 'current', 'neural', 'synapse', 'function', 'gate', 'voltage'], ['algorithm', 'set', 'estimate', 'ft', 'process', 'variance', 'function', 'gaussian', 'convex', 'distribution'], ['feature', 'method', 'problem', 'algorithm', 'one', 'vector', 'set', 'basis', 'selection', 'score'], ['function', 'relaxation', 'linear', 'xi', 'bisubmodular', 'value', 'rate', 'state', 'input', 'policy'], ['model', 'data', 'network', 'variable', 'missing', 'neuron', 'distribution', 'harmony', 'function', 'tree'], ['model', 'network', 'data', 'cache', 'entropy', 'using', 'neural', 'language', 'gradient', 'normalized']]","[[0.012064134, 0.010339258, 0.0081544155, 0.0067745135, 0.0064295386, 0.006199555, 0.006199555, 0.005969571, 0.0058545796, 0.0053946124], [0.014621526, 0.012557191, 0.0099739265, 0.009620438, 0.008723096, 0.008490484, 0.007815121, 0.0072339973, 0.0070545115, 0.007045174], [0.010129139, 0.00858493, 0.008408839, 0.007675181, 0.0076616947, 0.0076596523, 0.0075462167, 0.007043403, 0.006099401, 0.0059820344], [0.020481227, 0.008093728, 0.007686095, 0.0070293345, 0.0067167575, 0.0065780366, 0.006496642, 0.0063680788, 0.0063680788, 0.006096672], [0.029271333, 0.011160913, 0.009806863, 0.009806863, 0.008283556, 0.0077757877, 0.0076065315, 0.007098762, 0.0067602503, 0.0067602503], [0.015635591, 0.012356694, 0.008631913, 0.008358419, 0.007984631, 0.00781659, 0.0069853016, 0.0061108884, 0.006090676, 0.0059859725], [0.028418168, 0.00998524, 0.009429157, 0.008319375, 0.0074309083, 0.0074295243, 0.0069859405, 0.0065424414, 0.0057650334, 0.005653975]]"
25,7,0.61,0.61,34996.046875,0.3797995468136728,,"[['network', 'learning', 'parameter', 'algorithm', 'vector', 'set', 'training', 'weight', 'activation', 'harmony'], ['model', 'distribution', 'cache', 'language', 'data', 'entropy', 'network', 'static', 'neural', 'size'], ['function', 'state', 'variable', 'data', 'xi', 'relaxation', 'missing', 'model', 'transition', 'linear'], ['function', 'algorithm', 'gradient', 'neuron', 'set', 'loss', 'ft', 'rule', 'bound', 'artifact'], ['model', 'measurement', 'process', 'prediction', 'linear', 'distribution', 'missing', 'gaussian', 'neural', 'value'], ['feature', 'input', 'eq', 'current', 'rate', 'one', 'weight', 'gate', 'information', 'method'], ['algorithm', 'entropy', 'space', 'sn', 'mse', 'normalized', 'sample', 'data', 'estimator', 'ksu']]","[[0.013412166, 0.008279744, 0.0076275626, 0.007515349, 0.0070818188, 0.0064082984, 0.006091896, 0.005882658, 0.005555288, 0.0053370413], [0.033931684, 0.010701106, 0.010422895, 0.008197211, 0.007223473, 0.007084368, 0.0068061575, 0.006249736, 0.00583242, 0.0054151053], [0.0172547, 0.01594346, 0.011026297, 0.009496514, 0.007201838, 0.007201838, 0.0068740277, 0.006764757, 0.0064369463, 0.006327676], [0.012708431, 0.010285873, 0.009195723, 0.007378802, 0.006652035, 0.0061675236, 0.0060463957, 0.0051985, 0.0051985, 0.005077372], [0.01867292, 0.008593037, 0.008443386, 0.008333006, 0.008136882, 0.0077085113, 0.0072941496, 0.0070273667, 0.006480393, 0.0061977124], [0.021462336, 0.0094220145, 0.009080471, 0.0084535405, 0.0078266105, 0.007601765, 0.006886215, 0.006886215, 0.0068302182, 0.006819652], [0.010491906, 0.010141842, 0.009091651, 0.009091651, 0.00891662, 0.008741587, 0.008391524, 0.007866429, 0.007866429, 0.007166302]]"
25,7,0.61,0.9099999999999999,35297.86328125,0.39109389504115716,,"[['function', 'weight', 'gradient', 'gate', 'rule', 'model', 'current', 'synapse', 'probability', 'prediction'], ['estimator', 'variance', 'algorithm', 'function', 'data', 'estimate', 'entropy', 'rate', 'set', 'input'], ['space', 'value', 'algorithm', 'function', 'linear', 'sn', 'set', 'xi', 'problem', 'constraint'], ['function', 'model', 'data', 'variable', 'relaxation', 'missing', 'xi', 'distribution', 'bisubmodular', 'set'], ['model', 'feature', 'network', 'vector', 'cache', 'one', 'method', 'language', 'learning', 'algorithm'], ['model', 'state', 'transition', 'hidden', 'time', 'neural', 'measurement', 'linear', 'network', 'artifact'], ['network', 'neuron', 'parameter', 'neural', 'activation', 'function', 'learning', 'weight', 'circuit', 'chip']]","[[0.010384797, 0.008465758, 0.008145918, 0.007026478, 0.0068665575, 0.0067066373, 0.0067066373, 0.0067066373, 0.0065467176, 0.0062268777], [0.0080575785, 0.007565653, 0.007172112, 0.006385032, 0.005794721, 0.005794721, 0.005794721, 0.005794721, 0.005401181, 0.0053027957], [0.00874923, 0.008605636, 0.008318448, 0.008318448, 0.00803126, 0.0074568843, 0.0071696965, 0.007026103, 0.006451727, 0.006451727], [0.01597099, 0.014345601, 0.013409991, 0.011001229, 0.0088539785, 0.008585056, 0.0077795577, 0.007500579, 0.0065708333, 0.006432228], [0.016613146, 0.014280394, 0.008765184, 0.007555384, 0.006994789, 0.006434423, 0.0060609146, 0.0059676743, 0.0056843557, 0.005593664], [0.023483906, 0.020466883, 0.0095801065, 0.008418047, 0.008058247, 0.008016818, 0.0074701533, 0.0074151084, 0.007252306, 0.0068516377], [0.01760877, 0.014967723, 0.011734948, 0.011131709, 0.010921118, 0.009504688, 0.009307237, 0.009302165, 0.00869327, 0.00869327]]"
25,7,0.61,5.0,35401.97265625,0.39652902669895335,,"[['model', 'entropy', 'data', 'distribution', 'gradient', 'mse', 'normalized', 'sample', 'estimator', 'two'], ['model', 'cache', 'vector', 'algorithm', 'language', 'network', 'learning', 'using', 'basis', 'data'], ['function', 'value', 'weight', 'network', 'neuron', 'activation', 'constraint', 'learning', 'current', 'linear'], ['function', 'algorithm', 'relaxation', 'set', 'loss', 'convex', 'xi', 'ft', 'bisubmodular', 'let'], ['feature', 'parameter', 'network', 'method', 'one', 'score', 'information', 'set', 'eq', 'selection'], ['data', 'missing', 'variable', 'process', 'model', 'rate', 'input', 'distribution', 'ry', 'eq'], ['model', 'state', 'error', 'algorithm', 'set', 'variance', 'space', 'transition', 'sequence', 'sn']]","[[0.017157737, 0.013197096, 0.009762591, 0.0075148228, 0.0069902777, 0.0067261728, 0.0065940907, 0.0061952085, 0.0059336815, 0.0059307963], [0.022055978, 0.00966806, 0.009409978, 0.0076034064, 0.0076034064, 0.007216284, 0.0069582025, 0.006312999, 0.006183958, 0.0061839577], [0.010587544, 0.009387822, 0.009187868, 0.008887938, 0.007388286, 0.006988378, 0.00658847, 0.0063885166, 0.0063885166, 0.005688679], [0.030521091, 0.012793359, 0.010823611, 0.009182154, 0.008525573, 0.008525572, 0.008361426, 0.0081972815, 0.008033135, 0.00786899], [0.029361261, 0.012685998, 0.010501488, 0.009873867, 0.009428331, 0.009208713, 0.008361945, 0.007933118, 0.007523489, 0.0074936026], [0.012611012, 0.009025497, 0.0088820765, 0.008451815, 0.008021553, 0.007591291, 0.0070176083, 0.006300506, 0.0058702435, 0.005870243], [0.014599095, 0.01281478, 0.008465505, 0.008242466, 0.007238787, 0.006681188, 0.0062351087, 0.0057890294, 0.0057890294, 0.0057890294]]"
25,7,0.61,10.0,35267.9140625,0.3945178396666832,,"[['function', 'network', 'relaxation', 'linear', 'xi', 'parameter', 'tree', 'harmony', 'bisubmodular', 'state'], ['model', 'error', 'algorithm', 'set', 'distribution', 'variance', 'sample', 'dimension', 'space', 'sn'], ['data', 'entropy', 'distribution', 'using', 'process', 'estimator', 'mse', 'normalized', 'mean', 'model'], ['state', 'hidden', 'model', 'learning', 'algorithm', 'transition', 'basis', 'number', 'problem', 'vector'], ['ft', 'algorithm', 'gate', 'function', 'weight', 'synapse', 'current', 'tunneling', 'xt', 'floating'], ['model', 'feature', 'function', 'neuron', 'rate', 'cache', 'one', 'learning', 'set', 'distribution'], ['data', 'missing', 'variable', 'gradient', 'rx', 'ry', 'set', 'model', 'vo', 'recoverable']]","[[0.026350599, 0.013101293, 0.009098898, 0.00799479, 0.00799479, 0.007856776, 0.00689068, 0.0067526666, 0.0067526666, 0.0063386257], [0.020241084, 0.008357138, 0.008258506, 0.0070483154, 0.0069409725, 0.0066049984, 0.0062704543, 0.0061621694, 0.006098818, 0.0056765634], [0.009308825, 0.0060629416, 0.006062941, 0.0058535296, 0.0057488238, 0.005434706, 0.0053299996, 0.0052252943, 0.0048064706, 0.0048064706], [0.016880587, 0.010601467, 0.009854669, 0.009704248, 0.007761056, 0.007612321, 0.007163194, 0.0068644085, 0.006565536, 0.006117548], [0.014153361, 0.012737025, 0.012453758, 0.011887223, 0.011887223, 0.011887223, 0.011603956, 0.011037421, 0.010754153, 0.010754153], [0.015699957, 0.011990174, 0.008873298, 0.008536886, 0.006722206, 0.006464915, 0.0064618606, 0.006027337, 0.0060173227, 0.0054123304], [0.01989141, 0.015280105, 0.013338504, 0.012367704, 0.010426104, 0.009940703, 0.008727202, 0.008241802, 0.0077564027, 0.007513703]]"
25,7,0.9099999999999999,0.01,-62004.31640625,0.33608875145383765,,"[['number', 'case', 'vector', 'show', 'following', 'entropy', 'missing', 'prediction', 'mean', 'hidden'], ['set', 'algorithm', 'learning', 'variable', 'xi', 'weight', 'gradient', 'analysis', 'ie', 'rate'], ['data', 'value', 'figure', 'information', 'size', 'training', 'work', 'point', 'optimal', 'bound'], ['model', 'function', 'using', 'problem', 'neural', 'feature', 'parameter', 'let', 'eq', 'order'], ['network', 'distribution', 'two', 'result', 'also', 'time', 'matrix', 'shown', 'random', 'however'], ['probability', 'neuron', 'use', 'error', 'estimate', 'sample', 'section', 'estimator', 'process', 'independent'], ['one', 'state', 'method', 'linear', 'input', 'given', 'approach', 'first', 'space', 'term']]","[[0.023788713, 0.022714036, 0.021733671, 0.021161858, 0.018704593, 0.017787684, 0.017029617, 0.01624417, 0.013630568, 0.012852239], [0.037157033, 0.03533615, 0.03012922, 0.0214839, 0.018160589, 0.015681295, 0.015306102, 0.013208547, 0.012897339, 0.012158348], [0.045145508, 0.026734, 0.022698635, 0.01769417, 0.016102135, 0.015275528, 0.01515467, 0.01484032, 0.014364515, 0.012458396], [0.070909396, 0.053291712, 0.027660346, 0.024501914, 0.024124326, 0.020845717, 0.016625803, 0.015432659, 0.013082129, 0.012944035], [0.04014385, 0.029120909, 0.021272434, 0.021237103, 0.018511156, 0.016620232, 0.015615274, 0.012704755, 0.011549134, 0.011307473], [0.021660542, 0.019679496, 0.017981024, 0.017340269, 0.017031757, 0.01691275, 0.014304788, 0.014169993, 0.013682675, 0.013554339], [0.02628796, 0.02588065, 0.023082176, 0.021002565, 0.018631151, 0.018053308, 0.01638386, 0.015196148, 0.014289161, 0.013599071]]"
25,7,0.9099999999999999,0.31,34679.8828125,0.39048160423977,,"[['model', 'linear', 'function', 'state', 'value', 'network', 'error', 'policy', 'measurement', 'neural'], ['network', 'function', 'parameter', 'tree', 'harmony', 'independent', 'algorithm', 'set', 'artifact', 'rule'], ['function', 'xi', 'estimator', 'data', 'variance', 'set', 'relaxation', 'entropy', 'distribution', 'variable'], ['model', 'feature', 'distribution', 'cache', 'one', 'set', 'language', 'method', 'data', 'entropy'], ['data', 'missing', 'input', 'variable', 'current', 'rate', 'gate', 'weight', 'synapse', 'model'], ['algorithm', 'sn', 'ft', 'convex', 'space', 'set', 'function', 'learning', 'basis', 'bound'], ['state', 'neuron', 'model', 'neural', 'transition', 'activation', 'hidden', 'learning', 'network', 'weight']]","[[0.02597779, 0.021901276, 0.013493462, 0.01221955, 0.01221955, 0.010945637, 0.010690856, 0.010181292, 0.009416943, 0.0091621615], [0.0143701695, 0.012473885, 0.0097874785, 0.007733168, 0.007733168, 0.00615293, 0.0061529293, 0.0061529293, 0.005994906, 0.005836882], [0.011807488, 0.008900009, 0.0074931667, 0.006930429, 0.006930429, 0.006555271, 0.006273902, 0.0054297955, 0.0053360066, 0.0053360066], [0.027788442, 0.014115384, 0.008547395, 0.007369048, 0.0068433736, 0.0067079784, 0.005893238, 0.0056641623, 0.005623261, 0.005499664], [0.013899594, 0.010422195, 0.009759833, 0.009263063, 0.008435111, 0.008103929, 0.007275977, 0.0072759767, 0.007110387, 0.007110386], [0.016932176, 0.0073855133, 0.0068840845, 0.0066332933, 0.006530436, 0.006346707, 0.006259239, 0.006052052, 0.0059782728, 0.005852853], [0.016968735, 0.012058129, 0.009417362, 0.008398488, 0.00785975, 0.00782916, 0.0073828287, 0.007382016, 0.0072371983, 0.0070883916]]"
25,7,0.9099999999999999,0.61,34711.91015625,0.39058407852309013,,"[['feature', 'network', 'function', 'method', 'algorithm', 'one', 'set', 'parameter', 'tree', 'ft'], ['neuron', 'weight', 'input', 'current', 'learning', 'rate', 'model', 'function', 'gradient', 'activation'], ['function', 'algorithm', 'relaxation', 'theorem', 'sn', 'xi', 'set', 'space', 'let', 'probability'], ['model', 'state', 'cache', 'language', 'hidden', 'transition', 'probability', 'static', 'number', 'network'], ['model', 'variance', 'error', 'linear', 'set', 'estimate', 'missing', 'prediction', 'value', 'neural'], ['data', 'missing', 'variable', 'entropy', 'mse', 'normalized', 'estimator', 'ry', 'corr', 'rx'], ['model', 'distribution', 'function', 'linear', 'basis', 'gaussian', 'algorithm', 'process', 'method', 'approximation']]","[[0.014931679, 0.009951119, 0.008486802, 0.0076674633, 0.006792181, 0.0065902183, 0.0064866333, 0.00637811, 0.005728472, 0.0054032], [0.014935345, 0.010849822, 0.010121408, 0.0090534035, 0.008588223, 0.008097001, 0.007695798, 0.0072557004, 0.00678755, 0.00678755], [0.021763187, 0.011996841, 0.008777873, 0.008361212, 0.008353508, 0.007978975, 0.007978665, 0.007776575, 0.0069784783, 0.006647478], [0.027366692, 0.015587455, 0.01092407, 0.008883045, 0.007716745, 0.007716724, 0.007267573, 0.006550445, 0.0064046583, 0.006180446], [0.01842467, 0.011534947, 0.011348738, 0.010231485, 0.010045276, 0.008741815, 0.008369396, 0.008369396, 0.007996979, 0.007438353], [0.02301376, 0.011977578, 0.011406741, 0.011026182, 0.00969423, 0.009503949, 0.009123392, 0.0077914386, 0.007220602, 0.007030323], [0.015324695, 0.007911235, 0.00780968, 0.0061848117, 0.0058801486, 0.005575486, 0.0053723776, 0.0051692687, 0.0050677145, 0.00496616]]"
25,7,0.9099999999999999,0.9099999999999999,35388.61328125,0.3716547792076273,,"[['neuron', 'network', 'function', 'parameter', 'input', 'neural', 'rate', 'model', 'impulse', 'circuit'], ['model', 'state', 'data', 'estimator', 'cache', 'variance', 'entropy', 'set', 'language', 'using'], ['set', 'gradient', 'function', 'data', 'prediction', 'rule', 'independent', 'algorithm', 'distribution', 'artifact'], ['data', 'missing', 'algorithm', 'variable', 'theorem', 'sn', 'space', 'set', 'ry', 'ksu'], ['function', 'feature', 'relaxation', 'algorithm', 'set', 'method', 'xi', 'ft', 'bisubmodular', 'one'], ['model', 'function', 'distribution', 'network', 'vector', 'linear', 'basis', 'gaussian', 'algorithm', 'process'], ['model', 'weight', 'neural', 'network', 'learning', 'input', 'current', 'gate', 'synapse', 'value']]","[[0.016891707, 0.013605266, 0.011414301, 0.009849329, 0.008753847, 0.00859735, 0.00859735, 0.008127859, 0.0065628854, 0.0057803993], [0.019239074, 0.011123251, 0.008417957, 0.007897721, 0.007793682, 0.0072734184, 0.006961289, 0.0064408844, 0.0063369945, 0.006336988], [0.008593269, 0.008134359, 0.007507624, 0.007487964, 0.007194543, 0.0067242994, 0.0060984646, 0.0060943454, 0.006091773, 0.0059416476], [0.013240642, 0.010787962, 0.0094204135, 0.009114716, 0.00908535, 0.008754609, 0.008603193, 0.007608837, 0.006770167, 0.006770167], [0.02143976, 0.018948821, 0.009123446, 0.008569905, 0.008154748, 0.008016363, 0.0069092773, 0.0069092773, 0.006770892, 0.006355735], [0.013811725, 0.0084613785, 0.0069454475, 0.0064995848, 0.0057862056, 0.0054295165, 0.0051619993, 0.0050728265, 0.004894482, 0.004805309], [0.019447368, 0.014388452, 0.0106915515, 0.010496979, 0.010302404, 0.009329536, 0.009329536, 0.008745816, 0.008162094, 0.007967521]]"
25,7,0.9099999999999999,5.0,35391.92578125,0.35807579053313565,,"[['feature', 'input', 'eq', 'rate', 'process', 'one', 'current', 'model', 'function', 'method'], ['model', 'data', 'linear', 'variable', 'network', 'missing', 'cache', 'set', 'value', 'language'], ['network', 'vector', 'parameter', 'algorithm', 'basis', 'harmony', 'tree', 'function', 'matrix', 'model'], ['estimator', 'variance', 'entropy', 'mse', 'normalized', 'data', 'learning', 'estimate', 'corr', 'chip'], ['function', 'xi', 'relaxation', 'set', 'bisubmodular', 'variable', 'prediction', 'algorithm', 'problem', 'distribution'], ['model', 'state', 'distribution', 'transition', 'hidden', 'entropy', 'number', 'parameter', 'dg', 'sequence'], ['algorithm', 'function', 'gradient', 'neuron', 'sn', 'set', 'space', 'ft', 'model', 'neural']]","[[0.015517481, 0.007810409, 0.007697069, 0.006450338, 0.00622366, 0.0061103203, 0.0061103203, 0.0058836415, 0.0055436236, 0.0055436236], [0.025711825, 0.011599853, 0.00869739, 0.007996795, 0.00789671, 0.007796624, 0.00749637, 0.006495521, 0.0060951803, 0.0058950107], [0.015189119, 0.010032276, 0.00908233, 0.007318146, 0.0066396142, 0.0066396142, 0.0065039075, 0.005961082, 0.005961082, 0.0052825497], [0.012695572, 0.012173425, 0.01008484, 0.008866496, 0.008692448, 0.008692447, 0.0078222025, 0.0069519575, 0.0066038594, 0.0066038594], [0.026075305, 0.013986915, 0.011094898, 0.009421009, 0.008234544, 0.007898032, 0.0073952954, 0.0065594083, 0.006389272, 0.0058912844], [0.027518516, 0.023148911, 0.011569456, 0.011569456, 0.010040093, 0.009166173, 0.008510732, 0.007855291, 0.0071998495, 0.0071998495], [0.010664324, 0.008571537, 0.007842165, 0.007318687, 0.0061662146, 0.0055334643, 0.0054316525, 0.0052247774, 0.0049106907, 0.0048059495]]"
25,7,0.9099999999999999,10.0,35398.9296875,0.4234192926229672,,"[['data', 'estimator', 'variance', 'variable', 'missing', 'entropy', 'set', 'estimate', 'mse', 'normalized'], ['weight', 'algorithm', 'learning', 'network', 'space', 'sn', 'tree', 'harmony', 'current', 'gate'], ['model', 'distribution', 'measurement', 'gaussian', 'process', 'neural', 'linear', 'network', 'entropy', 'data'], ['model', 'cache', 'data', 'language', 'distribution', 'network', 'set', 'static', 'neural', 'using'], ['state', 'model', 'hidden', 'transition', 'learning', 'basis', 'number', 'rate', 'algorithm', 'input'], ['function', 'algorithm', 'gradient', 'set', 'relaxation', 'convex', 'loss', 'xi', 'ft', 'let'], ['feature', 'function', 'network', 'method', 'neuron', 'parameter', 'one', 'linear', 'set', 'value']]","[[0.018170591, 0.010956072, 0.01009033, 0.009657458, 0.009080296, 0.0083588455, 0.007781682, 0.0073488117, 0.007348811, 0.0072045205], [0.010592505, 0.008293167, 0.0076544615, 0.0072712386, 0.0070157563, 0.0066325334, 0.0062493095, 0.0062493095, 0.0059938277, 0.005738346], [0.029471733, 0.011329767, 0.008233344, 0.008127102, 0.007247456, 0.006525972, 0.0065153474, 0.006230414, 0.0061960355, 0.0060847215], [0.01988422, 0.0094334595, 0.007922506, 0.007418854, 0.0060338136, 0.0059079006, 0.0057819877, 0.005656075, 0.0055301627, 0.0055301627], [0.015748452, 0.012580376, 0.009504674, 0.007572006, 0.0072696377, 0.007126006, 0.006828376, 0.006671116, 0.0063826726, 0.006207659], [0.025316564, 0.010554021, 0.010147713, 0.009199659, 0.008928787, 0.0070326813, 0.0070326803, 0.0068972446, 0.0067618084, 0.0066263718], [0.016427439, 0.012228093, 0.009588505, 0.008148729, 0.007308859, 0.007068896, 0.006828934, 0.0058690836, 0.0055091395, 0.0055091395]]"
