N,K,alpha,eta,elbo,coherence,perplexity,topics,weights
50,4,0.61,0.9099999999999999,67512.8125,0.3600379324200376,,"[['learning', 'network', 'dropout', 'function', 'reward', 'neural', 'weight', 'algorithm', 'model', 'quantization'], ['function', 'algorithm', 'network', 'matrix', 'learning', 'problem', 'model', 'state', 'regression', 'probability'], ['network', 'model', 'function', 'set', 'data', 'bound', 'algorithm', 'parameter', 'distribution', 'value'], ['model', 'problem', 'data', 'method', 'feature', 'distribution', 'learning', 'set', 'one', 'function']]","[[0.01052366, 0.007852044, 0.00664347, 0.005337029, 0.005268068, 0.004877304, 0.0044265734, 0.004344276, 0.0043103346, 0.004279556], [0.010293275, 0.008204641, 0.0075936937, 0.0055938796, 0.0054614674, 0.0054212282, 0.0054061636, 0.0053894715, 0.005148336, 0.004924848], [0.009323628, 0.00890724, 0.008776633, 0.0062073935, 0.006118969, 0.0053514168, 0.0052262894, 0.00512078, 0.005021945, 0.004805911], [0.014304743, 0.007196996, 0.007107835, 0.0069145267, 0.006363669, 0.0057299198, 0.0053547774, 0.005293966, 0.005287513, 0.0050417343]]"
50,4,0.61,5.0,70770.84375,0.3504610912408126,,"[['function', 'algorithm', 'quantization', 'learning', 'reward', 'data', 'set', 'let', 'problem', 'neuron'], ['network', 'function', 'learning', 'model', 'problem', 'algorithm', 'set', 'neural', 'probability', 'matrix'], ['model', 'network', 'data', 'neural', 'distribution', 'training', 'learning', 'input', 'figure', 'set'], ['feature', 'learning', 'method', 'dropout', 'function', 'distribution', 'problem', 'data', 'model', 'parameter']]","[[0.0128491, 0.008197501, 0.005165445, 0.0051213615, 0.00482367, 0.0046811868, 0.004631718, 0.004091296, 0.0038984988, 0.0037006957], [0.010860697, 0.00853224, 0.008147413, 0.0071873306, 0.006949276, 0.006057768, 0.0053662243, 0.005170679, 0.0048921616, 0.0045286426], [0.01681533, 0.008695063, 0.008562795, 0.005186332, 0.005122022, 0.005088504, 0.00485926, 0.0043424433, 0.0043410365, 0.00430798], [0.0073669655, 0.0070175757, 0.006629692, 0.0060824216, 0.0056275227, 0.0056234486, 0.0055810115, 0.0049501224, 0.004820303, 0.0047907527]]"
50,4,0.61,10.0,68010.421875,0.35806137675270466,,"[['model', 'network', 'data', 'neural', 'learning', 'distribution', 'using', 'cell', 'quantization', 'one'], ['function', 'data', 'learning', 'problem', 'model', 'probability', 'xi', 'set', 'dropout', 'algorithm'], ['network', 'algorithm', 'model', 'function', 'bound', 'learning', 'neural', 'parameter', 'set', 'probability'], ['feature', 'state', 'function', 'learning', 'matrix', 'problem', 'algorithm', 'value', 'method', 'model']]","[[0.015253514, 0.007252216, 0.006305252, 0.005566655, 0.005165887, 0.004898041, 0.0048471796, 0.0046399436, 0.0045755683, 0.0043523787], [0.011029114, 0.0075567877, 0.0072047217, 0.00663254, 0.006238924, 0.005924509, 0.0058360854, 0.005670686, 0.005611596, 0.0053154533], [0.013743355, 0.008234516, 0.007222688, 0.0068854135, 0.0061733862, 0.005648736, 0.0053864103, 0.0053114602, 0.0048992345, 0.0043745837], [0.008812863, 0.008528422, 0.007680695, 0.00730551, 0.005710105, 0.0054719886, 0.0052457065, 0.0050324616, 0.004993535, 0.004950043]]"
50,4,0.9099999999999999,0.01,-68857.90625,0.3445219120466615,,"[['model', 'network', 'problem', 'one', 'method', 'vector', 'use', 'let', 'example', 'information'], ['function', 'data', 'neural', 'parameter', 'show', 'bound', 'loss', 'xi', 'output', 'gradient'], ['learning', 'set', 'probability', 'figure', 'training', 'also', 'state', 'two', 'error', 'approach'], ['algorithm', 'using', 'distribution', 'value', 'result', 'feature', 'variable', 'time', 'given', 'used']]","[[0.03567828, 0.029442389, 0.020167321, 0.016338857, 0.015547701, 0.011843239, 0.0106966095, 0.009352771, 0.009154883, 0.008761939], [0.036072932, 0.026133029, 0.020012736, 0.01579051, 0.012514456, 0.0124277435, 0.010356244, 0.010310304, 0.010307247, 0.008794212], [0.028045427, 0.02140681, 0.016836073, 0.0147681, 0.014037354, 0.013475395, 0.013006077, 0.012739145, 0.012090514, 0.011881531], [0.02257069, 0.017057016, 0.016819326, 0.013287485, 0.013210076, 0.012577164, 0.011583826, 0.011385734, 0.011146417, 0.010948602]]"
50,4,0.9099999999999999,0.31,63340.015625,0.4087436356728196,,"[['function', 'feature', 'learning', 'problem', 'method', 'probability', 'algorithm', 'data', 'regression', 'bound'], ['data', 'algorithm', 'state', 'model', 'set', 'rx', 'variable', 'distribution', 'process', 'function'], ['network', 'neural', 'function', 'weight', 'learning', 'neuron', 'input', 'model', 'using', 'parameter'], ['model', 'learning', 'network', 'function', 'reward', 'distribution', 'value', 'set', 'cell', 'neural']]","[[0.01073726, 0.008076043, 0.006703217, 0.006625472, 0.0065084305, 0.0063845147, 0.005990839, 0.005872963, 0.0058212285, 0.0052862517], [0.009536294, 0.006794085, 0.00607373, 0.006009555, 0.00561102, 0.005172412, 0.0048736893, 0.004827633, 0.0044577853, 0.004362023], [0.01909683, 0.009347905, 0.007286917, 0.0063027292, 0.006193166, 0.0060564405, 0.006049854, 0.005783524, 0.0056401, 0.005608019], [0.018417113, 0.009649973, 0.008394923, 0.005539465, 0.005437124, 0.0051306323, 0.005013635, 0.005000869, 0.0044450206, 0.004259224]]"
50,4,0.9099999999999999,0.61,65027.46875,0.4079586747939157,,"[['data', 'model', 'algorithm', 'probability', 'distribution', 'set', 'problem', 'matrix', 'variable', 'regression'], ['function', 'learning', 'algorithm', 'loss', 'set', 'cell', 'problem', 'rate', 'distribution', 'let'], ['network', 'model', 'function', 'neural', 'learning', 'problem', 'linear', 'reward', 'state', 'policy'], ['network', 'model', 'learning', 'neural', 'feature', 'dropout', 'data', 'parameter', 'weight', 'function']]","[[0.0091856485, 0.008892693, 0.007463679, 0.006427146, 0.006292134, 0.005672131, 0.005221271, 0.004906044, 0.0048666336, 0.0048119226], [0.015958954, 0.009848663, 0.007705626, 0.0074375216, 0.0053505204, 0.00532058, 0.005314147, 0.0044845506, 0.004073959, 0.0039862525], [0.012795536, 0.012597376, 0.007838479, 0.0066467496, 0.0056380657, 0.0053656646, 0.0048979647, 0.004810752, 0.0047617103, 0.004463311], [0.012050783, 0.009235788, 0.008047044, 0.0059700063, 0.0057171625, 0.0054039857, 0.005217117, 0.005208575, 0.0051243645, 0.0048037786]]"
50,4,0.9099999999999999,0.9099999999999999,67155.1796875,0.3617260206249042,,"[['algorithm', 'function', 'dropout', 'data', 'learning', 'matrix', 'set', 'using', 'vector', 'gradient'], ['model', 'function', 'state', 'figure', 'learning', 'cell', 'quantization', 'image', 'data', 'field'], ['network', 'model', 'neural', 'function', 'learning', 'problem', 'input', 'set', 'data', 'parameter'], ['model', 'function', 'learning', 'problem', 'probability', 'method', 'bound', 'data', 'feature', 'one']]","[[0.009690676, 0.0063162004, 0.0057924325, 0.0057374905, 0.0056694946, 0.0052162516, 0.0051139253, 0.004987951, 0.0047281664, 0.0043880614], [0.01135777, 0.007884259, 0.0060950145, 0.0047017327, 0.0046967715, 0.0046531577, 0.0046123443, 0.0043507023, 0.0042667766, 0.003946166], [0.018543396, 0.008586522, 0.008107196, 0.0073476634, 0.006924089, 0.0055763205, 0.0052822777, 0.005262943, 0.005247858, 0.0050368435], [0.011345011, 0.0079183355, 0.007741395, 0.007076414, 0.0070043015, 0.0066370335, 0.005883075, 0.0058043418, 0.005735216, 0.0056484453]]"
50,4,0.9099999999999999,5.0,66390.7265625,0.38764854346948835,,"[['model', 'training', 'network', 'data', 'one', 'function', 'figure', 'method', 'set', 'probability'], ['model', 'feature', 'algorithm', 'data', 'matrix', 'distribution', 'using', 'set', 'state', 'regression'], ['function', 'algorithm', 'learning', 'data', 'problem', 'set', 'model', 'variable', 'distribution', 'method'], ['network', 'learning', 'neural', 'model', 'function', 'dropout', 'neuron', 'problem', 'using', 'weight']]","[[0.009118425, 0.0058655934, 0.005815774, 0.0050699287, 0.0050171576, 0.0048917993, 0.00475992, 0.004608897, 0.0045282287, 0.004440288], [0.0114195645, 0.008195342, 0.007347244, 0.0068193567, 0.0061060297, 0.005769188, 0.005641752, 0.0054529496, 0.0054063904, 0.005242309], [0.011806079, 0.0067977854, 0.006223524, 0.006050801, 0.0052072965, 0.004981676, 0.0048664026, 0.0047713546, 0.004633327, 0.0040011737], [0.016286338, 0.011286427, 0.009917631, 0.009540525, 0.0063337097, 0.0060563413, 0.005417246, 0.0051954035, 0.004999088, 0.0048764357]]"
50,4,0.9099999999999999,10.0,68872.40625,0.40159596159516636,,"[['model', 'data', 'function', 'algorithm', 'set', 'probability', 'variable', 'distribution', 'problem', 'bound'], ['network', 'learning', 'feature', 'dropout', 'algorithm', 'model', 'distribution', 'one', 'set', 'function'], ['function', 'learning', 'reward', 'state', 'network', 'problem', 'model', 'neuron', 'policy', 'value'], ['model', 'network', 'function', 'learning', 'neural', 'data', 'set', 'algorithm', 'problem', 'training']]","[[0.010959877, 0.008952245, 0.007807541, 0.00625725, 0.005757409, 0.005382538, 0.0051859315, 0.0049954904, 0.004981851, 0.0049037077], [0.010713937, 0.0075675445, 0.007371343, 0.0070315, 0.0060339007, 0.005447219, 0.0048918957, 0.0048689293, 0.0046489215, 0.0044807396], [0.011600203, 0.009237515, 0.0065176575, 0.006315889, 0.0062314165, 0.0062292363, 0.006092764, 0.0059222146, 0.005676974, 0.0053784996], [0.009741611, 0.009204526, 0.00626873, 0.0058403285, 0.0053283833, 0.005152897, 0.005091486, 0.004868392, 0.0048348093, 0.0048058364]]"
50,4,5.0,0.01,-69355.2109375,0.32805735092167043,,"[['model', 'problem', 'distribution', 'method', 'parameter', 'time', 'error', 'show', 'approach', 'used'], ['function', 'algorithm', 'feature', 'number', 'state', 'given', 'matrix', 'training', 'case', 'bound'], ['neural', 'using', 'probability', 'figure', 'result', 'also', 'vector', 'two', 'variable', 'system'], ['network', 'learning', 'data', 'set', 'one', 'value', 'point', 'loss', 'output', 'term']]","[[0.035777956, 0.02022985, 0.01678714, 0.015598997, 0.013659542, 0.011351912, 0.011124364, 0.011045672, 0.01092786, 0.010927362], [0.033573598, 0.024367342, 0.013580341, 0.013572916, 0.012935774, 0.011937444, 0.011737735, 0.011712269, 0.011259084, 0.0112453895], [0.017193958, 0.016996391, 0.015454952, 0.013559164, 0.013162123, 0.012371468, 0.011859059, 0.011699176, 0.01154064, 0.009445956], [0.033112306, 0.02999949, 0.02521002, 0.022590581, 0.01837387, 0.014867152, 0.010695351, 0.009991518, 0.009944515, 0.009853979]]"
50,4,5.0,0.31,63228.8984375,0.37751651656423607,,"[['model', 'network', 'learning', 'parameter', 'training', 'neural', 'probability', 'function', 'problem', 'bound'], ['network', 'function', 'learning', 'algorithm', 'problem', 'model', 'matrix', 'vector', 'graph', 'neural'], ['model', 'distribution', 'feature', 'function', 'data', 'one', 'neuron', 'learning', 'method', 'algorithm'], ['data', 'set', 'function', 'algorithm', 'learning', 'dropout', 'probability', 'model', 'error', 'regression']]","[[0.013079577, 0.011450687, 0.007266852, 0.0069166427, 0.0061349827, 0.0056464663, 0.0055226455, 0.005180783, 0.0048197415, 0.004651973], [0.011740502, 0.011592461, 0.007041253, 0.006814174, 0.006749387, 0.006085258, 0.005921189, 0.005010795, 0.0049146246, 0.0048790523], [0.00875832, 0.0068180524, 0.006229995, 0.006018046, 0.005149814, 0.0050022937, 0.0047649085, 0.0047447667, 0.0045392527, 0.0045037894], [0.009358399, 0.007461775, 0.00728799, 0.006973336, 0.006365709, 0.0062180744, 0.005881358, 0.0053187767, 0.005041209, 0.004752352]]"
50,4,5.0,0.61,65201.19140625,0.40946767521719085,,"[['state', 'learning', 'function', 'algorithm', 'reward', 'problem', 'model', 'cell', 'policy', 'set'], ['network', 'model', 'input', 'neuron', 'weight', 'using', 'learning', 'distribution', 'function', 'figure'], ['function', 'data', 'algorithm', 'probability', 'feature', 'set', 'variable', 'problem', 'bound', 'model'], ['network', 'model', 'neural', 'learning', 'function', 'training', 'dropout', 'data', 'problem', 'set']]","[[0.009948175, 0.009179748, 0.008187903, 0.007243888, 0.005990312, 0.005576535, 0.0055010347, 0.005399246, 0.0052175447, 0.004761271], [0.010255849, 0.009985309, 0.0057500494, 0.0057435376, 0.004953305, 0.0048262905, 0.0048202225, 0.0048114033, 0.004793728, 0.0046001016], [0.009359538, 0.008561991, 0.006567228, 0.0060589565, 0.0059473854, 0.005854996, 0.005737344, 0.005496581, 0.0048024175, 0.004663989], [0.016450368, 0.014196414, 0.009046122, 0.0075528393, 0.006364654, 0.006359699, 0.0060503674, 0.0056214775, 0.0056122374, 0.0054496205]]"
50,4,5.0,0.9099999999999999,62761.27734375,0.39662121035556486,,"[['network', 'model', 'neural', 'data', 'weight', 'learning', 'using', 'parameter', 'vector', 'input'], ['data', 'model', 'feature', 'distribution', 'algorithm', 'variable', 'set', 'regression', 'matrix', 'method'], ['learning', 'function', 'probability', 'problem', 'bound', 'state', 'loss', 'algorithm', 'model', 'dropout'], ['function', 'network', 'neuron', 'neural', 'algorithm', 'model', 'cell', 'set', 'image', 'one']]","[[0.017154958, 0.014622236, 0.007296886, 0.006438964, 0.006243311, 0.0061732363, 0.0057663494, 0.0051009175, 0.0050047077, 0.0047263717], [0.009192671, 0.008087222, 0.007873907, 0.007844684, 0.0073011364, 0.006314768, 0.0062226923, 0.0060212384, 0.005348202, 0.0051254155], [0.011360671, 0.010171254, 0.0071225325, 0.0067813685, 0.0067154253, 0.0065339045, 0.0064016413, 0.006131346, 0.005588671, 0.005321421], [0.011711455, 0.009328091, 0.0069482424, 0.0058081434, 0.0052994783, 0.0051502762, 0.0041183094, 0.0039598844, 0.003952953, 0.0038533174]]"
50,4,5.0,5.0,65012.15234375,0.4004951482391746,,"[['network', 'learning', 'feature', 'function', 'problem', 'model', 'method', 'dropout', 'algorithm', 'neural'], ['model', 'data', 'network', 'set', 'distribution', 'quantization', 'variable', 'learning', 'neural', 'rx'], ['network', 'learning', 'model', 'state', 'neural', 'parameter', 'neuron', 'input', 'function', 'data'], ['function', 'algorithm', 'probability', 'loss', 'problem', 'learning', 'regression', 'set', 'model', 'matrix']]","[[0.009408261, 0.007064353, 0.006481145, 0.006407145, 0.0063647493, 0.00592374, 0.005499954, 0.0053583295, 0.005271605, 0.0050975895], [0.017125132, 0.009494561, 0.0060417186, 0.005841582, 0.005284932, 0.0048045493, 0.0047342703, 0.004565474, 0.004363446, 0.004173134], [0.009605018, 0.0074893385, 0.0067524286, 0.0063361945, 0.0062267142, 0.005991006, 0.005322674, 0.0052772863, 0.0052028093, 0.005093541], [0.01609073, 0.009065189, 0.0065029077, 0.0061006597, 0.006086622, 0.00604571, 0.005534319, 0.0050516063, 0.004602828, 0.004554259]]"
50,4,5.0,10.0,69642.2265625,0.36011361564208166,,"[['network', 'learning', 'algorithm', 'function', 'data', 'set', 'dropout', 'using', 'matrix', 'neural'], ['model', 'distribution', 'feature', 'process', 'network', 'function', 'state', 'one', 'tree', 'algorithm'], ['model', 'function', 'data', 'value', 'problem', 'learning', 'distribution', 'set', 'probability', 'optimal'], ['function', 'network', 'algorithm', 'learning', 'problem', 'neural', 'cell', 'model', 'neuron', 'one']]","[[0.009668648, 0.009102516, 0.008320268, 0.006745717, 0.006660647, 0.0058355257, 0.005205897, 0.005146288, 0.0050914595, 0.0050818245], [0.009374846, 0.007008167, 0.0067745945, 0.00621385, 0.0058861384, 0.0056214444, 0.005459445, 0.0051639327, 0.0050350907, 0.0046205707], [0.016150542, 0.007882426, 0.0068637985, 0.0065792226, 0.0063787894, 0.0062058372, 0.0059216092, 0.0047926414, 0.004658978, 0.0044755996], [0.008909961, 0.007371081, 0.0054973713, 0.0054679164, 0.005419643, 0.005402119, 0.005030584, 0.0046810964, 0.004572738, 0.0042678374]]"
50,4,10.0,0.01,-69548.5625,0.3371101698024995,,"[['model', 'algorithm', 'problem', 'probability', 'training', 'error', 'given', 'show', 'used', 'system'], ['function', 'method', 'distribution', 'state', 'vector', 'time', 'input', 'case', 'example', 'xi'], ['data', 'parameter', 'value', 'result', 'approach', 'bound', 'output', 'linear', 'point', 'process'], ['network', 'learning', 'set', 'neural', 'using', 'one', 'feature', 'number', 'also', 'two']]","[[0.039113477, 0.024556069, 0.02163907, 0.016920175, 0.013389564, 0.012162087, 0.012159584, 0.012072389, 0.01191573, 0.010342695], [0.033522375, 0.016849056, 0.015285065, 0.012913829, 0.012829706, 0.012273484, 0.011589312, 0.011151528, 0.009920956, 0.009583115], [0.022322627, 0.015345226, 0.014900723, 0.014808902, 0.012275352, 0.012010073, 0.00996429, 0.009962136, 0.009808926, 0.008164688], [0.02768047, 0.025081886, 0.01888534, 0.016141636, 0.01595469, 0.015358929, 0.011765311, 0.011762056, 0.011613418, 0.010982799]]"
50,4,10.0,0.31,62033.98046875,0.38470065304485096,,"[['network', 'model', 'state', 'learning', 'function', 'neural', 'weight', 'parameter', 'problem', 'reward'], ['data', 'model', 'function', 'network', 'variable', 'distribution', 'missing', 'neuron', 'set', 'using'], ['model', 'algorithm', 'function', 'regression', 'problem', 'method', 'data', 'learning', 'matrix', 'vector'], ['learning', 'probability', 'network', 'algorithm', 'bound', 'set', 'function', 'feature', 'dropout', 'one']]","[[0.010736463, 0.009710065, 0.008396331, 0.008012609, 0.00647096, 0.006230326, 0.005465635, 0.0049516014, 0.0045683817, 0.004436084], [0.01134822, 0.010437906, 0.009238957, 0.008489943, 0.0056637228, 0.0056400453, 0.0051546227, 0.004964092, 0.0048563383, 0.004837079], [0.008815251, 0.007941207, 0.007822383, 0.0071759555, 0.0068782386, 0.0067798346, 0.0066135135, 0.006413904, 0.006280043, 0.005392524], [0.007466538, 0.007049017, 0.0068991785, 0.0068232254, 0.0066547804, 0.006499762, 0.006351776, 0.0061048246, 0.005857403, 0.0055622235]]"
50,4,10.0,0.61,64828.97265625,0.3869833235679093,,"[['network', 'learning', 'function', 'model', 'problem', 'state', 'algorithm', 'neural', 'parameter', 'loss'], ['function', 'network', 'neuron', 'neural', 'input', 'model', 'learning', 'algorithm', 'regression', 'training'], ['data', 'model', 'feature', 'dropout', 'distribution', 'learning', 'algorithm', 'set', 'using', 'one'], ['model', 'function', 'distribution', 'data', 'method', 'set', 'problem', 'value', 'variable', 'quantization']]","[[0.010991607, 0.009579501, 0.009180789, 0.008632563, 0.0071435287, 0.0071280547, 0.0067513115, 0.005446547, 0.005224283, 0.0049953302], [0.0101074455, 0.0076722284, 0.0064668036, 0.0060724407, 0.005777482, 0.0057487846, 0.0050688637, 0.0049379403, 0.004806912, 0.004683024], [0.009783486, 0.009247024, 0.0070658447, 0.0065519568, 0.00641824, 0.005586194, 0.0055114566, 0.0053498475, 0.0048693246, 0.004280296], [0.010369288, 0.007445861, 0.006431672, 0.0058341897, 0.005605401, 0.005453416, 0.005148666, 0.004791174, 0.0047178073, 0.0045984816]]"
50,4,10.0,0.9099999999999999,61850.44140625,0.38831849667145235,,"[['function', 'learning', 'model', 'network', 'reward', 'graph', 'variable', 'value', 'rate', 'set'], ['network', 'function', 'neural', 'learning', 'dropout', 'weight', 'model', 'algorithm', 'regression', 'data'], ['algorithm', 'problem', 'method', 'data', 'bound', 'set', 'function', 'feature', 'probability', 'model'], ['model', 'network', 'data', 'neural', 'using', 'distribution', 'learning', 'training', 'vector', 'quantization']]","[[0.013076843, 0.009090051, 0.00594442, 0.0054711, 0.0052813697, 0.0052807736, 0.005149512, 0.0051480937, 0.004914503, 0.004834681], [0.0125858635, 0.0075205374, 0.00690423, 0.0063901558, 0.0060676015, 0.0055347597, 0.0053811935, 0.0053359587, 0.0049783923, 0.0049281004], [0.007993385, 0.0067196097, 0.006602831, 0.006558456, 0.0065529062, 0.0062677558, 0.0060848696, 0.005858181, 0.005575338, 0.0055468245], [0.017419135, 0.008591667, 0.0054395534, 0.005395263, 0.0050526494, 0.004843191, 0.0047719404, 0.0047624265, 0.0047597587, 0.004755869]]"
50,4,10.0,5.0,67756.9296875,0.381020252998591,,"[['algorithm', 'function', 'learning', 'set', 'problem', 'loss', 'let', 'matrix', 'data', 'bound'], ['model', 'distribution', 'data', 'function', 'network', 'problem', 'set', 'variable', 'learning', 'method'], ['network', 'learning', 'neural', 'dropout', 'function', 'model', 'problem', 'algorithm', 'neuron', 'weight'], ['model', 'network', 'feature', 'probability', 'data', 'input', 'function', 'state', 'neural', 'quantization']]","[[0.010557565, 0.010407649, 0.007564543, 0.0063244733, 0.0049509685, 0.004756976, 0.0044907797, 0.0043189568, 0.004256765, 0.003936355], [0.01449333, 0.0073808176, 0.007181078, 0.0070657157, 0.0061682886, 0.005376092, 0.00512779, 0.0050806324, 0.004961912, 0.004788773], [0.0118849585, 0.008217236, 0.006884449, 0.0059656585, 0.005959848, 0.0058614654, 0.004849722, 0.004741729, 0.0045222496, 0.004472185], [0.011796595, 0.008250518, 0.007066464, 0.006390304, 0.0062772124, 0.005832491, 0.005789177, 0.0056213564, 0.005371844, 0.005224203]]"
50,4,10.0,10.0,70350.3125,0.35174064530216564,,"[['function', 'model', 'learning', 'value', 'bound', 'probability', 'data', 'linear', 'reward', 'quantization'], ['network', 'learning', 'model', 'algorithm', 'neural', 'state', 'weight', 'matrix', 'problem', 'function'], ['model', 'distribution', 'data', 'feature', 'learning', 'function', 'set', 'dropout', 'method', 'algorithm'], ['function', 'network', 'model', 'one', 'problem', 'set', 'algorithm', 'graph', 'loss', 'using']]","[[0.010335122, 0.009494976, 0.0075938315, 0.0073284907, 0.0063562966, 0.0058697574, 0.0057795225, 0.0050298367, 0.004897384, 0.004676331], [0.012000245, 0.007389769, 0.006688762, 0.0065778326, 0.0060751094, 0.0053117312, 0.0050824024, 0.0049665803, 0.004889246, 0.004882368], [0.010503345, 0.008102479, 0.007380799, 0.0063969074, 0.006396796, 0.0061762645, 0.0059491447, 0.0056051016, 0.005567456, 0.005426531], [0.009197911, 0.008757515, 0.007260489, 0.0054706223, 0.0050978335, 0.004933892, 0.0048472593, 0.0045218426, 0.0044780043, 0.004358114]]"
50,7,0.01,0.01,-127692.546875,0.33716548087551723,,"[['method', 'feature', 'used', 'error', 'following', 'rate', 'weight', 'different', 'based', 'gradient'], ['function', 'learning', 'neural', 'parameter', 'number', 'use', 'bound', 'show', 'example', 'regression'], ['network', 'result', 'matrix', 'let', 'linear', 'size', 'neuron', 'term', 'however', 'new'], ['algorithm', 'probability', 'training', 'approach', 'input', 'point', 'classification', 'machine', 'performance', 'paper'], ['figure', 'value', 'also', 'time', 'work', 'estimate', 'theorem', 'consider', 'et', 'defined'], ['model', 'data', 'distribution', 'set', 'vector', 'two', 'case', 'xi', 'section', 'space'], ['problem', 'using', 'one', 'state', 'loss', 'output', 'optimal', 'large', 'second', 'cell']]","[[0.028411407, 0.022886656, 0.019902881, 0.019034728, 0.016446494, 0.015292502, 0.01470338, 0.013547247, 0.013347691, 0.013226477], [0.051563844, 0.044113133, 0.028608438, 0.021424007, 0.020846024, 0.017823622, 0.017762132, 0.017497884, 0.0152475955, 0.01453773], [0.05355014, 0.023899263, 0.019668624, 0.016988935, 0.016083537, 0.013786461, 0.013067776, 0.012991383, 0.011551925, 0.011319373], [0.039168455, 0.026854811, 0.022448407, 0.018853944, 0.018656835, 0.016590795, 0.010929395, 0.010258277, 0.010255017, 0.0099629415], [0.026782827, 0.026166406, 0.024112098, 0.022407414, 0.015457748, 0.014684569, 0.014455383, 0.012105965, 0.01177523, 0.011335477], [0.05123833, 0.035252873, 0.028040368, 0.027304526, 0.01983765, 0.018338224, 0.017386816, 0.01481582, 0.014144715, 0.013688681], [0.037453976, 0.03151232, 0.030342137, 0.022140065, 0.016497217, 0.016414778, 0.015588377, 0.011283932, 0.010770093, 0.010494982]]"
50,7,0.01,0.31,66220.859375,0.4010948419247788,,"[['network', 'model', 'function', 'neural', 'neuron', 'input', 'problem', 'linear', 'learning', 'system'], ['model', 'learning', 'algorithm', 'function', 'loss', 'reward', 'distribution', 'regret', 'set', 'action'], ['data', 'matrix', 'regression', 'state', 'set', 'algorithm', 'quantization', 'rx', 'model', 'variable'], ['network', 'dropout', 'learning', 'training', 'neural', 'layer', 'boundary', 'image', 'output', 'data'], ['function', 'model', 'network', 'parameter', 'data', 'probability', 'distribution', 'problem', 'bound', 'graph'], ['model', 'network', 'function', 'learning', 'weight', 'parameter', 'algorithm', 'gradient', 'gaussian', 'sparse'], ['feature', 'algorithm', 'method', 'one', 'cell', 'learning', 'model', 'set', 'information', 'data']]","[[0.0147078475, 0.010970411, 0.009490019, 0.009353671, 0.0067940895, 0.006035761, 0.006004107, 0.0054694843, 0.005359344, 0.0050076665], [0.0112481695, 0.009886563, 0.009768536, 0.0089271385, 0.007967328, 0.0072720116, 0.006375392, 0.005725851, 0.005700231, 0.005461763], [0.011381339, 0.00847387, 0.0073582456, 0.007116978, 0.006984878, 0.0067658206, 0.0063441987, 0.0059876037, 0.0058208616, 0.0057416023], [0.01402754, 0.012402327, 0.00999654, 0.009661137, 0.008830489, 0.00622382, 0.0058068656, 0.005396559, 0.0052587055, 0.005254338], [0.012488809, 0.008192887, 0.007517123, 0.006440802, 0.005753447, 0.0057320558, 0.0055676047, 0.0055599324, 0.0055296025, 0.0050411974], [0.011791043, 0.0078137135, 0.007653345, 0.007625672, 0.0072482624, 0.005599994, 0.0051384997, 0.005055652, 0.0048255958, 0.004667051], [0.011479263, 0.00895248, 0.007353731, 0.006502817, 0.0056517744, 0.005579344, 0.0053243376, 0.00522353, 0.005112154, 0.004930808]]"
50,7,0.01,0.61,65300.796875,0.41968021772173175,,"[['function', 'loss', 'problem', 'algorithm', 'set', 'probability', 'let', 'convex', 'gx', 'regret'], ['neuron', 'bound', 'neural', 'learning', 'rate', 'model', 'network', 'function', 'training', 'figure'], ['state', 'learning', 'reward', 'algorithm', 'function', 'space', 'policy', 'problem', 'model', 'cell'], ['regression', 'data', 'matrix', 'function', 'algorithm', 'sparse', 'gaussian', 'process', 'problem', 'estimator'], ['network', 'weight', 'learning', 'model', 'quantization', 'graph', 'function', 'problem', 'neural', 'method'], ['model', 'feature', 'network', 'dropout', 'learning', 'distribution', 'data', 'set', 'algorithm', 'using'], ['model', 'data', 'network', 'missing', 'variable', 'linear', 'value', 'set', 'error', 'function']]","[[0.021018188, 0.013604253, 0.01063033, 0.009695163, 0.007146342, 0.0066882004, 0.0061154813, 0.005750605, 0.005708578, 0.0056248344], [0.008947079, 0.0076546487, 0.007070964, 0.007062127, 0.0068542664, 0.006596673, 0.0065804743, 0.0065784263, 0.0054617105, 0.0053129527], [0.011752292, 0.008751138, 0.008208129, 0.006555621, 0.0055456874, 0.005518692, 0.0051263305, 0.005109701, 0.004986434, 0.004370733], [0.011482551, 0.009030918, 0.008596652, 0.007414921, 0.0072626304, 0.006954889, 0.006402785, 0.005448099, 0.005360622, 0.0053119776], [0.016205033, 0.008284997, 0.00792671, 0.0077607534, 0.0062342756, 0.005180089, 0.0051197256, 0.004891525, 0.004767539, 0.004498696], [0.014961847, 0.0099100005, 0.0078668315, 0.007722423, 0.007010465, 0.006755935, 0.006348684, 0.00537974, 0.005232317, 0.0049650744], [0.012198372, 0.010667785, 0.010579195, 0.0086753825, 0.008463057, 0.008096326, 0.007348595, 0.0064652236, 0.0057181744, 0.005435568]]"
